task_name|frame_range|split
iiith_cooking_124_2|2000-2048|train
iiith_cooking_124_2|2451-2499|train
iiith_cooking_124_4|877-925|train
iiith_cooking_124_4|1000-1048|train
iiith_cooking_124_4|2000-2048|train
iiith_cooking_124_4|2451-2499|train
iiith_cooking_124_5|877-925|train
iiith_cooking_124_5|1000-1048|train
iiith_cooking_124_5|2000-2048|train
iiith_cooking_124_5|2451-2499|train
iiith_cooking_128_2|877-925|train
iiith_cooking_128_2|1000-1048|train
iiith_cooking_128_2|2000-2048|train
iiith_cooking_128_2|2451-2499|train
iiith_cooking_128_4|877-925|train
iiith_cooking_128_4|1000-1048|train
iiith_cooking_128_4|2000-2048|train
iiith_cooking_128_4|2451-2499|train
iiith_cooking_12_1|877-925|train
iiith_cooking_12_1|1000-1048|train
iiith_cooking_12_1|2000-2048|train
iiith_cooking_12_1|2451-2499|train
iiith_cooking_130_2|877-925|train
iiith_cooking_130_2|1000-1048|train
iiith_cooking_130_2|2000-2048|train
iiith_cooking_130_2|2451-2499|train
iiith_cooking_130_4|877-925|train
iiith_cooking_130_4|1000-1048|train
iiith_cooking_130_4|2000-2048|train
iiith_cooking_130_4|2451-2499|train
iiith_cooking_131_2|877-925|train
iiith_cooking_131_2|1000-1048|train
iiith_cooking_131_2|2000-2048|train
iiith_cooking_131_2|2451-2499|train
iiith_cooking_131_4|877-925|train
iiith_cooking_131_4|1000-1048|train
iiith_cooking_131_4|2000-2048|train
iiith_cooking_131_4|2451-2499|val
iiith_cooking_132_2|877-925|val
iiith_cooking_132_2|1000-1048|train
iiith_cooking_132_2|2000-2048|train
iiith_cooking_132_2|2451-2499|train
iiith_cooking_132_4|877-925|train
iiith_cooking_132_4|1000-1048|train
iiith_cooking_132_4|2000-2048|train
iiith_cooking_132_4|2451-2499|train
iiith_cooking_134_2|877-925|train
iiith_cooking_134_2|1000-1048|train
iiith_cooking_134_2|2000-2048|train
iiith_cooking_134_2|2451-2499|train
iiith_cooking_135_2|877-925|train
iiith_cooking_135_2|1000-1048|train
iiith_cooking_135_2|2000-2048|train
iiith_cooking_135_2|2451-2499|train
iiith_cooking_136_2|877-925|train
iiith_cooking_136_2|1000-1048|train
iiith_cooking_136_2|2000-2048|train
iiith_cooking_136_2|2451-2499|train
iiith_cooking_13_1|877-925|train
iiith_cooking_13_1|1000-1048|train
iiith_cooking_13_1|2000-2048|train
iiith_cooking_13_1|2451-2499|train
iiith_cooking_141_2|877-925|train
iiith_cooking_141_2|1000-1048|train
iiith_cooking_141_2|2000-2048|train
iiith_cooking_141_2|2451-2499|train
iiith_cooking_142_2|877-925|train
iiith_cooking_142_2|1000-1048|train
iiith_cooking_142_2|2000-2048|train
iiith_cooking_142_2|2451-2499|train
iiith_cooking_142_4|877-925|train
iiith_cooking_142_4|1000-1048|train
iiith_cooking_142_4|2000-2048|train
iiith_cooking_142_4|2451-2499|train
iiith_cooking_143_2|877-925|train
iiith_cooking_143_2|1000-1048|train
iiith_cooking_143_2|2000-2048|val
iiith_cooking_143_2|2451-2499|train
iiith_cooking_146_2|877-925|train
iiith_cooking_146_2|1000-1048|train
iiith_cooking_146_2|2000-2048|train
iiith_cooking_146_2|2451-2499|train
iiith_cooking_147_2|877-925|val
iiith_cooking_147_2|1000-1048|train
iiith_cooking_147_2|2000-2048|train
iiith_cooking_147_2|2451-2499|train
iiith_cooking_148_2|877-925|train
iiith_cooking_148_2|1000-1048|val
iiith_cooking_148_2|2000-2048|train
iiith_cooking_148_2|2451-2499|train
iiith_cooking_149_2|877-925|train
iiith_cooking_149_2|1000-1048|train
iiith_cooking_149_2|2000-2048|train
iiith_cooking_149_2|2451-2499|val
iiith_cooking_14_1|877-925|train
iiith_cooking_14_1|1000-1048|train
iiith_cooking_14_1|2000-2048|train
iiith_cooking_14_1|2451-2499|train
iiith_cooking_15_1|877-925|train
iiith_cooking_15_1|1000-1048|train
iiith_cooking_15_1|2000-2048|val
iiith_cooking_15_1|2451-2499|val
iiith_cooking_16_1|877-925|train
iiith_cooking_16_1|1000-1048|train
iiith_cooking_16_1|2000-2048|train
iiith_cooking_16_1|2451-2499|train
iiith_cooking_17_1|877-925|train
iiith_cooking_17_1|1000-1048|train
iiith_cooking_17_1|2000-2048|train
iiith_cooking_17_1|2451-2499|train
iiith_cooking_18_1|877-925|train
iiith_cooking_18_1|1000-1048|train
iiith_cooking_18_1|2000-2048|train
iiith_cooking_18_1|2451-2499|train
iiith_cooking_19_1|877-925|val
iiith_cooking_19_1|1000-1048|val
iiith_cooking_19_1|2000-2048|train
iiith_cooking_19_1|2451-2499|train
iiith_cooking_20_1|877-925|train
iiith_cooking_20_1|1000-1048|train
iiith_cooking_20_1|2000-2048|train
iiith_cooking_20_1|2451-2499|train
iiith_cooking_22_1|877-925|train
iiith_cooking_22_1|1000-1048|train
iiith_cooking_22_1|2000-2048|train
iiith_cooking_22_1|2451-2499|train
iiith_cooking_23_1|877-925|val
iiith_cooking_23_1|1000-1048|train
iiith_cooking_23_1|2000-2048|train
iiith_cooking_23_1|2451-2499|train
iiith_cooking_24_1|877-925|val
iiith_cooking_24_1|1000-1048|val
iiith_cooking_24_1|2000-2048|train
iiith_cooking_24_1|2451-2499|train
iiith_cooking_25_1|877-925|train
iiith_cooking_25_1|1000-1048|train
iiith_cooking_25_1|2000-2048|train
iiith_cooking_25_1|2451-2499|train
iiith_cooking_25_3|877-925|train
iiith_cooking_25_3|1000-1048|train
iiith_cooking_25_3|2000-2048|train
iiith_cooking_25_3|2451-2499|train
iiith_cooking_26_1|877-925|train
iiith_cooking_26_1|1000-1048|train
iiith_cooking_26_1|2000-2048|train
iiith_cooking_26_1|2451-2499|train
iiith_cooking_27_1|877-925|train
iiith_cooking_27_1|1000-1048|train
iiith_cooking_27_1|2000-2048|train
iiith_cooking_27_1|2451-2499|train
iiith_cooking_27_3|877-925|train
iiith_cooking_27_3|1000-1048|train
iiith_cooking_27_3|2000-2048|train
iiith_cooking_27_3|2451-2499|train
iiith_cooking_28_1|877-925|train
iiith_cooking_28_1|1000-1048|train
iiith_cooking_28_1|2000-2048|train
iiith_cooking_28_1|2451-2499|train
iiith_cooking_40_1|877-925|val
iiith_cooking_40_1|1000-1048|train
iiith_cooking_40_1|2000-2048|train
iiith_cooking_40_1|2451-2499|train
iiith_cooking_41_1|877-925|train
iiith_cooking_41_1|1000-1048|train
iiith_cooking_41_1|2000-2048|train
iiith_cooking_41_1|2451-2499|train
iiith_cooking_41_3|877-925|train
iiith_cooking_41_3|1000-1048|train
iiith_cooking_41_3|2000-2048|train
iiith_cooking_41_3|2451-2499|train
iiith_cooking_42_1|877-925|train
iiith_cooking_42_1|1000-1048|train
iiith_cooking_42_1|2000-2048|train
iiith_cooking_42_1|2451-2499|train
iiith_cooking_43_1|877-925|train
iiith_cooking_43_1|1000-1048|val
iiith_cooking_43_1|2000-2048|val
iiith_cooking_43_1|2451-2499|val
iiith_cooking_43_3|877-925|train
iiith_cooking_43_3|1000-1048|train
iiith_cooking_43_3|2000-2048|train
iiith_cooking_43_3|2451-2499|train
iiith_cooking_44_1|877-925|train
iiith_cooking_44_1|1000-1048|train
iiith_cooking_44_1|2000-2048|train
iiith_cooking_44_1|2451-2499|val
iiith_cooking_45_1|877-925|train
iiith_cooking_45_1|1000-1048|train
iiith_cooking_45_1|2000-2048|train
iiith_cooking_45_1|2451-2499|val
iiith_cooking_45_3|877-925|train
iiith_cooking_45_3|1000-1048|train
iiith_cooking_45_3|2000-2048|train
iiith_cooking_45_3|2451-2499|train
iiith_cooking_56_2|877-925|train
iiith_cooking_56_2|1000-1048|val
iiith_cooking_56_2|2000-2048|val
iiith_cooking_56_2|2451-2499|train
iiith_cooking_57_2|877-925|val
iiith_cooking_57_2|1000-1048|train
iiith_cooking_57_2|2000-2048|train
iiith_cooking_57_2|2451-2499|val
iiith_cooking_57_4|877-925|train
iiith_cooking_57_4|1000-1048|train
iiith_cooking_57_4|2000-2048|train
iiith_cooking_57_4|2451-2499|train
iiith_cooking_71_2|877-925|train
iiith_cooking_71_2|1000-1048|train
iiith_cooking_71_2|2000-2048|train
iiith_cooking_71_2|2451-2499|train
iiith_cooking_71_4|877-925|train
iiith_cooking_71_4|1000-1048|train
iiith_cooking_71_4|2000-2048|train
iiith_cooking_71_4|2451-2499|train
iiith_cooking_71_6|877-925|val
iiith_cooking_71_6|1000-1048|train
iiith_cooking_71_6|2000-2048|train
iiith_cooking_71_6|2451-2499|train
iiith_cooking_72_2|877-925|train
iiith_cooking_72_2|1000-1048|train
iiith_cooking_72_2|2000-2048|train
iiith_cooking_72_2|2451-2499|train
iiith_cooking_72_4|877-925|train
iiith_cooking_72_4|1000-1048|train
iiith_cooking_72_4|2000-2048|train
iiith_cooking_72_6|877-925|train
iiith_cooking_72_6|1000-1048|val
iiith_cooking_72_6|2000-2048|train
iiith_cooking_72_6|2451-2499|val
iiith_cooking_74_2|877-925|train
iiith_cooking_74_2|1000-1048|train
iiith_cooking_74_2|2000-2048|train
iiith_cooking_74_2|2451-2499|train
iiith_cooking_74_4|877-925|train
iiith_cooking_74_4|1000-1048|train
iiith_cooking_74_4|2000-2048|train
iiith_cooking_74_4|2451-2499|train
iiith_cooking_74_6|877-925|train
iiith_cooking_74_6|1000-1048|train
iiith_cooking_74_6|2000-2048|train
iiith_cooking_74_6|2451-2499|train
iiith_cooking_75_2|877-925|val
iiith_cooking_75_2|1000-1048|val
iiith_cooking_75_2|2000-2048|train
iiith_cooking_75_2|2451-2499|train
iiith_cooking_76_2|877-925|train
iiith_cooking_76_2|1000-1048|train
iiith_cooking_76_2|2000-2048|train
iiith_cooking_76_2|2451-2499|train
iiith_cooking_76_4|877-925|train
iiith_cooking_76_4|1000-1048|train
iiith_cooking_76_4|2000-2048|train
iiith_cooking_76_4|2451-2499|train
iiith_cooking_77_2|877-925|train
iiith_cooking_77_2|1000-1048|train
iiith_cooking_77_2|2000-2048|train
iiith_cooking_77_2|2451-2499|train
iiith_cooking_78_2|877-925|train
iiith_cooking_78_2|1000-1048|train
iiith_cooking_78_2|2000-2048|train
iiith_cooking_78_2|2451-2499|train
iiith_cooking_79_2|877-925|train
iiith_cooking_79_2|1000-1048|train
iiith_cooking_79_2|2000-2048|train
iiith_cooking_79_2|2451-2499|train
iiith_cooking_80_2|877-925|train
iiith_cooking_80_2|1000-1048|train
iiith_cooking_80_2|2000-2048|train
iiith_cooking_81_2|877-925|val
iiith_cooking_81_2|1000-1048|val
iiith_cooking_81_2|2000-2048|train
iiith_cooking_81_2|2451-2499|train
iiith_cooking_82_2|877-925|train
iiith_cooking_82_2|1000-1048|train
iiith_cooking_84_2|877-925|train
iiith_cooking_84_2|1000-1048|val
iiith_cooking_84_4|877-925|train
iiith_cooking_84_4|1000-1048|val
iiith_cooking_84_4|2000-2048|train
iiith_cooking_85_2|877-925|train
iiith_cooking_85_2|1000-1048|train
iiith_cooking_85_2|2000-2048|train
iiith_cooking_85_2|2451-2499|train
iiith_cooking_87_2|877-925|train
iiith_cooking_87_2|1000-1048|train
iiith_cooking_87_2|2000-2048|train
iiith_cooking_87_2|2451-2499|train
iiith_cooking_87_4|877-925|train
iiith_cooking_87_4|1000-1048|train
iiith_cooking_87_4|2000-2048|train
iiith_cooking_87_4|2451-2499|train
iiith_cooking_87_6|877-925|train
iiith_cooking_87_6|1000-1048|train
iiith_cooking_87_6|2000-2048|train
iiith_cooking_87_6|2451-2499|val
iiith_cooking_91_2|877-925|val
iiith_cooking_91_2|1000-1048|train
iiith_cooking_91_2|2000-2048|train
iiith_cooking_91_2|2451-2499|train
iiith_cooking_92_2|877-925|val
iiith_cooking_92_2|1000-1048|val
iiith_cooking_92_2|2000-2048|train
iiith_cooking_92_2|2451-2499|train
iiith_cooking_93_2|877-925|train
iiith_cooking_93_2|1000-1048|train
iiith_cooking_93_2|2000-2048|val
iiith_cooking_93_2|2451-2499|train
iiith_cooking_93_4|877-925|train
iiith_cooking_93_4|1000-1048|train
iiith_cooking_93_4|2000-2048|train
iiith_cooking_93_4|2451-2499|train
iiith_cooking_93_6|877-925|train
iiith_cooking_93_6|1000-1048|train
iiith_cooking_93_6|2000-2048|train
iiith_cooking_93_6|2451-2499|train
iiith_cooking_96_2|877-925|val
iiith_cooking_96_2|1000-1048|train
iiith_cooking_96_2|2000-2048|val
iiith_cooking_96_2|2451-2499|train
iiith_cooking_97_2|877-925|train
iiith_cooking_97_2|1000-1048|train
iiith_cooking_97_2|2000-2048|train
iiith_cooking_97_2|2451-2499|train
iiith_cooking_98_2|877-925|train
iiith_cooking_98_2|1000-1048|train
iiith_cooking_98_2|2000-2048|train
iiith_cooking_98_2|2451-2499|train
iiith_cooking_98_5|877-925|train
iiith_cooking_98_5|1000-1048|train
iiith_cooking_98_5|2000-2048|train
iiith_cooking_98_5|2451-2499|train
iiith_cooking_98_7|877-925|val
iiith_cooking_98_7|1000-1048|train
iiith_cooking_98_7|2000-2048|train
iiith_cooking_98_7|2451-2499|train
iiith_cooking_99_2|877-925|train
iiith_cooking_99_2|1000-1048|train
iiith_cooking_99_2|2000-2048|train
iiith_cooking_99_2|2451-2499|train
iiith_cooking_99_4|877-925|train
iiith_cooking_99_4|1000-1048|train
iiith_cooking_99_4|2000-2048|train
iiith_cooking_99_4|2451-2499|train
iiith_guitar_002_10|877-925|train
iiith_guitar_002_2|877-925|train
iiith_guitar_002_4|877-925|train
iiith_guitar_002_6|877-925|train
iiith_guitar_002_8|877-925|train
iiith_piano_001_2|877-925|train
iiith_piano_001_4|877-925|train
iiith_piano_001_6|877-925|train
iiith_piano_001_8|877-925|train
iiith_piano_002_2|877-925|train
iiith_piano_002_5|877-925|train
iiith_piano_002_7|877-925|train
iiith_soccer_004_2|877-925|train
iiith_soccer_004_2|1000-1048|train
iiith_soccer_004_2|2000-2048|train
iiith_soccer_004_2|2451-2499|train
iiith_soccer_004_3|877-925|train
iiith_soccer_004_3|1000-1048|train
iiith_soccer_004_3|2000-2048|train
iiith_soccer_004_3|2451-2499|train
iiith_soccer_004_5|877-925|val
iiith_soccer_004_5|1000-1048|train
iiith_soccer_004_5|2000-2048|train
iiith_soccer_004_5|2451-2499|train
iiith_soccer_006_2|877-925|train
iiith_soccer_006_2|1000-1048|train
iiith_soccer_006_2|2000-2048|train
iiith_soccer_006_2|2451-2499|train
iiith_soccer_006_3|877-925|train
iiith_soccer_006_3|1000-1048|train
iiith_soccer_006_3|2000-2048|train
iiith_soccer_006_3|2451-2499|train
iiith_soccer_006_4|877-925|train
iiith_soccer_006_4|1000-1048|train
iiith_soccer_006_4|2000-2048|train
iiith_soccer_006_4|2451-2499|train
iiith_soccer_027_2|877-925|train
iiith_soccer_027_2|1000-1048|val
iiith_soccer_027_2|2000-2048|train
iiith_soccer_027_2|2451-2499|train
iiith_soccer_027_4|877-925|train
iiith_soccer_027_4|1000-1048|val
iiith_soccer_027_4|2000-2048|val
iiith_soccer_027_4|2451-2499|train
iiith_soccer_027_6|877-925|train
iiith_soccer_027_6|1000-1048|train
iiith_soccer_027_6|2000-2048|train
iiith_soccer_027_6|2451-2499|train
iiith_soccer_028_2|877-925|train
iiith_soccer_028_2|1000-1048|train
iiith_soccer_028_2|2000-2048|train
iiith_soccer_028_2|2451-2499|train
iiith_soccer_028_4|877-925|train
iiith_soccer_028_4|1000-1048|train
iiith_soccer_028_4|2000-2048|train
iiith_soccer_028_4|2451-2499|val
iiith_soccer_028_6|877-925|train
iiith_soccer_028_6|1000-1048|train
iiith_soccer_028_6|2000-2048|train
iiith_soccer_028_6|2451-2499|train
iiith_soccer_029_2|877-925|train
iiith_soccer_029_2|1000-1048|train
iiith_soccer_029_2|2000-2048|val
iiith_soccer_029_2|2451-2499|train
iiith_soccer_029_3|877-925|train
iiith_soccer_029_3|1000-1048|train
iiith_soccer_029_3|2000-2048|train
iiith_soccer_029_3|2451-2499|train
iiith_soccer_029_5|877-925|val
iiith_soccer_029_5|1000-1048|train
iiith_soccer_029_5|2000-2048|val
iiith_soccer_029_5|2451-2499|train
iiith_soccer_030_2|877-925|train
iiith_soccer_030_4|877-925|train
iiith_soccer_030_6|877-925|val
iiith_soccer_032_2|877-925|train
iiith_soccer_032_2|1000-1048|train
iiith_soccer_032_2|2000-2048|val
iiith_soccer_032_4|877-925|train
iiith_soccer_032_4|1000-1048|train
iiith_soccer_032_4|2000-2048|val
iiith_soccer_032_6|877-925|train
iiith_soccer_032_6|1000-1048|train
iiith_soccer_032_6|2000-2048|train
iiith_soccer_032_6|2451-2499|train
iiith_soccer_033_2|877-925|train
iiith_soccer_033_2|1000-1048|train
iiith_soccer_033_2|2000-2048|train
iiith_soccer_033_2|2451-2499|train
iiith_soccer_033_4|1000-1048|train
iiith_soccer_033_4|2000-2048|train
iiith_soccer_033_6|1000-1048|train
iiith_soccer_033_6|2000-2048|train
iiith_soccer_033_6|2451-2499|train
iiith_soccer_035_2|877-925|train
iiith_soccer_035_2|1000-1048|train
iiith_soccer_035_2|2000-2048|train
iiith_soccer_035_2|2451-2499|train
iiith_soccer_035_3|877-925|train
iiith_soccer_035_3|1000-1048|train
iiith_soccer_035_3|2000-2048|train
iiith_soccer_035_3|2451-2499|train
iiith_soccer_035_5|877-925|train
iiith_soccer_035_5|1000-1048|train
iiith_soccer_035_5|2000-2048|train
iiith_soccer_035_5|2451-2499|train
iiith_soccer_036_2|877-925|train
iiith_soccer_036_2|1000-1048|train
iiith_soccer_036_2|2000-2048|train
iiith_soccer_036_2|2451-2499|train
iiith_soccer_036_3|877-925|train
iiith_soccer_036_3|1000-1048|val
iiith_soccer_036_3|2000-2048|val
iiith_soccer_036_3|2451-2499|train
iiith_soccer_036_4|877-925|train
iiith_soccer_036_4|1000-1048|train
iiith_soccer_039_2|877-925|train
iiith_soccer_039_2|1000-1048|val
iiith_soccer_039_2|2000-2048|train
iiith_soccer_039_2|2451-2499|train
iiith_soccer_039_4|877-925|train
iiith_soccer_039_4|1000-1048|train
iiith_soccer_039_4|2000-2048|train
iiith_soccer_039_6|877-925|train
iiith_soccer_039_6|1000-1048|train
iiith_soccer_039_6|2000-2048|val
iiith_soccer_039_6|2451-2499|train
iiith_soccer_041_2|877-925|train
iiith_soccer_041_2|1000-1048|train
iiith_soccer_041_2|2000-2048|train
iiith_soccer_041_2|2451-2499|train
iiith_soccer_041_4|877-925|train
iiith_soccer_041_4|1000-1048|train
iiith_soccer_041_4|2000-2048|train
iiith_soccer_041_4|2451-2499|train
iiith_soccer_041_6|877-925|train
iiith_soccer_041_6|1000-1048|train
iiith_soccer_041_6|2000-2048|train
iiith_soccer_041_6|2451-2499|train
iiith_soccer_042_2|877-925|train
iiith_soccer_042_2|1000-1048|train
iiith_soccer_042_2|2000-2048|train
iiith_soccer_042_2|2451-2499|train
iiith_soccer_042_4|877-925|train
iiith_soccer_042_4|1000-1048|train
iiith_soccer_042_4|2000-2048|train
iiith_soccer_042_4|2451-2499|train
iiith_soccer_042_6|877-925|train
iiith_soccer_042_6|1000-1048|val
iiith_soccer_042_6|2000-2048|train
iiith_soccer_042_6|2451-2499|train
iiith_soccer_046_2|877-925|train
iiith_soccer_046_2|1000-1048|train
iiith_soccer_046_2|2000-2048|val
iiith_soccer_046_2|2451-2499|val
iiith_soccer_046_4|877-925|train
iiith_soccer_046_4|1000-1048|train
iiith_soccer_046_4|2000-2048|train
iiith_soccer_046_4|2451-2499|train
iiith_soccer_046_6|877-925|train
iiith_soccer_046_6|1000-1048|train
iiith_soccer_046_6|2000-2048|train
iiith_soccer_046_6|2451-2499|train
iiith_soccer_048_2|877-925|train
iiith_soccer_048_2|1000-1048|val
iiith_soccer_048_2|2000-2048|train
iiith_soccer_048_2|2451-2499|train
iiith_soccer_048_4|877-925|train
iiith_soccer_048_4|1000-1048|train
iiith_soccer_048_4|2000-2048|train
iiith_soccer_048_6|877-925|val
iiith_soccer_048_6|1000-1048|train
iiith_soccer_048_6|2000-2048|train
iiith_soccer_049_2|877-925|train
iiith_soccer_049_2|1000-1048|train
iiith_soccer_049_2|2000-2048|train
iiith_soccer_049_2|2451-2499|train
iiith_soccer_049_4|877-925|train
iiith_soccer_049_4|1000-1048|train
iiith_soccer_049_4|2000-2048|train
iiith_soccer_049_4|2451-2499|train
iiith_soccer_049_6|877-925|train
iiith_soccer_049_6|1000-1048|train
iiith_soccer_049_6|2000-2048|train
iiith_soccer_049_6|2451-2499|train
iiith_soccer_051_2|877-925|train
iiith_soccer_051_2|1000-1048|train
iiith_soccer_051_2|2000-2048|train
iiith_soccer_051_2|2451-2499|train
iiith_soccer_051_4|877-925|train
iiith_soccer_051_4|1000-1048|train
iiith_soccer_051_4|2000-2048|train
iiith_soccer_051_4|2451-2499|train
iiith_soccer_052_2|877-925|val
iiith_soccer_052_2|1000-1048|val
iiith_soccer_052_2|2000-2048|train
iiith_soccer_052_2|2451-2499|train
iiith_soccer_052_4|877-925|train
iiith_soccer_052_4|1000-1048|train
iiith_soccer_052_4|2000-2048|val
iiith_soccer_052_4|2451-2499|train
iiith_soccer_052_6|877-925|train
iiith_soccer_052_6|1000-1048|train
iiith_soccer_052_6|2000-2048|train
iiith_soccer_052_6|2451-2499|train
iiith_soccer_053_2|877-925|train
iiith_soccer_053_2|1000-1048|train
iiith_soccer_053_2|2000-2048|train
iiith_soccer_053_2|2451-2499|train
iiith_soccer_053_4|877-925|train
iiith_soccer_053_4|1000-1048|train
iiith_soccer_053_4|2000-2048|train
iiith_soccer_053_4|2451-2499|train
iiith_soccer_053_6|877-925|train
iiith_soccer_053_6|1000-1048|train
iiith_soccer_053_6|2000-2048|train
iiith_soccer_053_6|2451-2499|val
iiith_soccer_057_2|877-925|train
iiith_soccer_057_2|1000-1048|train
iiith_soccer_057_2|2000-2048|train
iiith_soccer_057_2|2451-2499|train
iiith_soccer_057_4|877-925|train
iiith_soccer_057_4|1000-1048|train
iiith_soccer_057_4|2000-2048|train
iiith_soccer_057_4|2451-2499|val
iiith_soccer_060_2|877-925|train
iiith_soccer_060_2|1000-1048|train
iiith_soccer_060_2|2000-2048|val
iiith_soccer_060_2|2451-2499|train
iiith_soccer_060_4|877-925|train
iiith_soccer_060_4|1000-1048|val
iiith_soccer_060_4|2000-2048|train
iiith_soccer_060_6|877-925|train
iiith_soccer_060_6|1000-1048|train
iiith_soccer_060_6|2000-2048|train
iiith_soccer_060_6|2451-2499|train
iiith_soccer_061_2|877-925|train
iiith_soccer_061_2|1000-1048|train
iiith_soccer_061_2|2000-2048|train
iiith_soccer_061_2|2451-2499|train
iiith_soccer_061_4|877-925|train
iiith_soccer_061_4|1000-1048|train
iiith_soccer_061_4|2000-2048|train
iiith_soccer_061_4|2451-2499|train
iiith_soccer_061_6|877-925|train
iiith_soccer_061_6|1000-1048|train
iiith_soccer_061_6|2000-2048|train
iiith_soccer_061_6|2451-2499|train
indiana_bike_06_10|877-925|train
indiana_bike_06_10|1000-1048|train
indiana_bike_06_10|2000-2048|train
indiana_bike_06_10|2451-2499|val
indiana_bike_06_11|877-925|train
indiana_bike_06_11|1000-1048|train
indiana_bike_06_11|2000-2048|val
indiana_bike_06_11|2451-2499|val
indiana_bike_06_2|877-925|val
indiana_bike_06_2|1000-1048|train
indiana_bike_06_2|2000-2048|train
indiana_bike_06_2|2451-2499|train
indiana_bike_06_3|877-925|train
indiana_bike_06_3|1000-1048|train
indiana_bike_06_3|2000-2048|train
indiana_bike_06_3|2451-2499|train
indiana_bike_06_4|877-925|train
indiana_bike_06_4|1000-1048|train
indiana_bike_06_4|2000-2048|train
indiana_bike_06_4|2451-2499|train
indiana_bike_06_5|877-925|train
indiana_bike_06_5|1000-1048|train
indiana_bike_06_5|2000-2048|train
indiana_bike_06_5|2451-2499|train
indiana_bike_06_7|877-925|train
indiana_bike_06_7|1000-1048|train
indiana_bike_06_7|2000-2048|train
indiana_bike_06_7|2451-2499|train
indiana_bike_06_8|877-925|train
indiana_bike_06_8|1000-1048|train
indiana_bike_06_8|2000-2048|train
indiana_bike_06_9|877-925|train
indiana_bike_06_9|1000-1048|train
indiana_bike_06_9|2000-2048|val
indiana_bike_06_9|2451-2499|val
indiana_bike_09_14|877-925|val
indiana_bike_09_14|1000-1048|train
indiana_bike_09_14|2000-2048|train
indiana_bike_09_14|2451-2499|train
indiana_cooking_01_2|877-925|train
indiana_cooking_01_2|1000-1048|train
indiana_cooking_01_2|2000-2048|train
indiana_cooking_01_2|2451-2499|train
indiana_cooking_01_3|877-925|train
indiana_cooking_01_3|1000-1048|val
indiana_cooking_01_3|2000-2048|train
indiana_cooking_01_3|2451-2499|train
indiana_cooking_08_6|877-925|val
indiana_cooking_08_6|1000-1048|val
indiana_cooking_08_6|2000-2048|train
indiana_cooking_08_6|2451-2499|train
indiana_cooking_22_2|877-925|val
indiana_cooking_22_2|1000-1048|train
indiana_cooking_22_2|2000-2048|train
indiana_cooking_22_2|2451-2499|train
indiana_cooking_22_3|877-925|train
indiana_cooking_22_3|1000-1048|train
indiana_cooking_22_3|2000-2048|val
indiana_cooking_22_3|2451-2499|train
indiana_cooking_22_5|877-925|train
indiana_cooking_22_5|1000-1048|train
indiana_cooking_22_5|2000-2048|val
indiana_cooking_22_5|2451-2499|train
indiana_cooking_26_2|877-925|val
indiana_cooking_26_2|1000-1048|train
indiana_cooking_26_2|2000-2048|train
indiana_cooking_26_2|2451-2499|train
indiana_cooking_26_3|877-925|train
indiana_cooking_26_3|1000-1048|train
indiana_cooking_26_3|2000-2048|train
indiana_cooking_26_3|2451-2499|train
indiana_cooking_26_4|877-925|train
indiana_cooking_26_4|1000-1048|train
indiana_cooking_26_4|2000-2048|train
indiana_cooking_26_4|2451-2499|train
indiana_music_05_2|2451-2499|train
indiana_music_05_3|2451-2499|train
indiana_music_05_4|2451-2499|train
indiana_music_06_2|2451-2499|train
indiana_music_06_3|2451-2499|val
indiana_music_06_4|2451-2499|train
indiana_music_09_3|2451-2499|val
indiana_music_09_4|2451-2499|train
indiana_music_09_5|2451-2499|train
indiana_music_09_6|2451-2499|train
indiana_music_13_3|2451-2499|train
indiana_music_13_4|2451-2499|train
indiana_music_13_5|2451-2499|train
indiana_music_14_3|2451-2499|train
indiana_music_14_4|2451-2499|train
indiana_music_14_5|2451-2499|train
indiana_music_15_3|2451-2499|train
indiana_music_15_4|2451-2499|train
indiana_music_15_5|2451-2499|train
indiana_music_15_6|2451-2499|train
minnesota_cooking_022_2|877-925|train
minnesota_cooking_022_2|1000-1048|train
minnesota_cooking_022_2|2000-2048|train
minnesota_cooking_022_2|2451-2499|train
minnesota_cooking_022_4|877-925|train
minnesota_cooking_022_4|1000-1048|train
minnesota_cooking_022_4|2000-2048|train
minnesota_cooking_022_4|2451-2499|train
minnesota_cooking_030_2|877-925|train
minnesota_cooking_030_2|1000-1048|train
minnesota_cooking_030_2|2000-2048|train
minnesota_cooking_030_2|2451-2499|train
minnesota_cooking_030_5|877-925|train
minnesota_cooking_030_5|1000-1048|train
minnesota_cooking_030_5|2000-2048|train
minnesota_cooking_030_5|2451-2499|val
minnesota_rockclimbing_020_22|877-925|train
minnesota_rockclimbing_020_22|1000-1048|train
minnesota_rockclimbing_020_24|877-925|train
minnesota_rockclimbing_020_24|1000-1048|train
minnesota_rockclimbing_020_26|877-925|train
minnesota_rockclimbing_020_26|1000-1048|train
minnesota_rockclimbing_020_28|877-925|val
minnesota_rockclimbing_020_28|1000-1048|train
minnesota_rockclimbing_020_28|2000-2048|val
minnesota_rockclimbing_020_28|2451-2499|train
minnesota_rockclimbing_020_30|877-925|val
minnesota_rockclimbing_020_30|1000-1048|train
minnesota_rockclimbing_020_30|2000-2048|train
minnesota_rockclimbing_020_30|2451-2499|train
minnesota_rockclimbing_020_32|877-925|train
minnesota_rockclimbing_020_32|1000-1048|train
